label;Text
;@DitjenPajakRI Setelah bayar pajak akhirnya w bisa beli rubicon, keren kan
;@DitjenPajakRI Hahahahahahaha... tuh yg perlu di periksa pegawai pajak dlu ya.. udah beli rubicon belum min?
;@keirajauw @pengarang_sajak Cak cuk cak cuk, kelihatan banget orang tolol kalo komen. Lu bayar pajak berapa sih memang, cuk. Kalopun lu memgeluh pajak perusahaan yg tinggi, lu siapanya perusahaan, blok, blok. Punya mulut tp kek bokong aja kelakuannya
;@AH_SiregarXIX Lagi berduka Buzzerp2 Bang, malah sekarang nyerang anak pegawai pajak.
;@Subur0204 Klo bukan dari pajak, pasti dari ngobyek di wajib pajak.
;@sandyprak @joejack40 @prastow Betul Dan itu salah satu upaya untuk mengurangi pengeluaran pajak karena bagi negara mereka dianggap telah berkontribusi thd masyarakat jadi nya tak perlu bayar pajak yg tujuannya sm kyk csr
;@CNNIndonesia menurut gw oknum2 pajak yg hidup mewah TIDAK MAKAN UANG PAJAK YG KITA BAYARKAN krn itu masuk KAS NEGARA susah menyelewengkannya, kecuali mereka menjadi MAFIA PAJAK yg justru merugikan NEGARA
;@BayuSukoco7 @kurawa Pilihannya sama2 g enak, andelin utang atau pajak... Kalau pajak ditiadakan tinggal andelin utang
;"@detikcom Ini lagi tolol bed, si syantik pen keliatan merakyat malah ketauan nunggak pajak ???? @KemensosRI 

https://t.co/fujYCtDEL2"
;"Khusus pas baca bagian revolution of dignity jd kepikiran kasus pajak yg rame ini. akumulasi kebencian publik langsung keluar semua karna perasaan harga diri yg seakan ""diinjak"". Udah mah kerja terseok2 tapi pemungut pajaknya berfoya2. Tp pst banyak faktor untuk ini jd isu serius"
;@Hasbil_Lbs @DonAdam68 @PPATK @KPK_RI Sepakat. Itu yg ditunggu. Jgn hanya wacana belaka. Rakyat menunggu yg impact-nya kami gak akan rajin bayar pajak. Biar negara gak ada pemasukan dan pegawai KPK dan lembaga pemerintahan gak akan bisa gajian rutin. Gimana...pilih impact yg mana.
;Katanya, guru tidak pernah akan bisa mendapatkan tunjangan fantastis seperti esmelon pejabat pajak karena tidak punya club moge, apa benar pak Kornas @Satriwan_Salim ?
;pajak kita untuk dandy????????????
;@piokharisma Niat Tak Lapor SPT Pajak, Hati-hati Ada Dendanya! https://t.co/NA0xnlNYoP
;@txtdariterserah Di cepuin org pajak ??
;Aduh ini pegawai pajak lagi pada napa ya. Orang minta update pemindahbukuan bulan januari maren dikasihnya nomor pbk desember 2022??
;@animefess_ merasuki pejabat dirjen pajak pangkat tinggi, lalu mencairkan semua networth dan kekayaannya dalam bentuk cash biar gak bisa ditrack. haha.
;"Di pajak, ada prinsip Know Your Taxpayers (Kenali Pembayar Pajakmu)

Yg terjadi saat ini: Know Your Taxclerks (Kenali Petugas Pajakmu)

#dirjenpajak 
#pajak
#RafaelAlunTrisambodo 
#SriMulyani"
;@prastow Yang bener ni pake uang pajak?
;@_nrlc @prtydearr @Vahmis @chyntessa @iidRizki kalo ga mampu bayar pajak diem aja. Heran ribet banget. semua org jg bayar pajak, bahkan bayarnya lebih mahal daripada lo. Gitu? templateny ud bener ga
;@OposisiCerdas Yakinnn.....apa sdh dicek kembali. Awas lho Bu...Krn msh ada pegawai pajak yg Nyambi jadi konsultan. Rentan memanipulasi data dan laporan. Mereka dapat jasa lho.... Makanya saya tanya, apa sdh yakin...jgn sampe kasus Gayus terulang.
;Apresiasi Pembayar Pajak https://t.co/1WalulXGLL
;Orang ketika dikasih harta jadi makin keliatan sifatnya emang enak ya pegawai pajak
;@DitjenPajakRI aing minya kode efin di kantor pajak lewat email gak dibales2 anjg
;@CNNIndonesia ini pajak barang dri luar masuk ke income jg g sih? i've spent million bucks fr..
;@DitjenPajakRI Yg ini jangankan lapor harta, pajak aja belum bayar. Oiya, pajak tidak berlaku untuk pejabat dirjen pajak khan ya.... https://t.co/kycXAcAmqE
;"""agency kerja cari duit, kalo nyari berkah gak bakal ada kasus penggelapan pajak &amp; nilep duit artis"". Sekian terima duit  ??"
;@Lintas_Jaman Dipikir masyarakat banyak duit kali yak, macam Pegawai Dirjen Pajak ??????
;@paijodirajo @prastow Almarhum bapakku dulu juga pegawai pajak smp tahun 1983 dan beliau bilang kalau jd pegawai negeri dan bisa kaya raya pasti kerjanya gak jujur
;@qorygore pengen jalan jalan, pengen makan enak, pengen foya foya.. tapi inget belum bayar pajak https://t.co/MDcRB9XrSG
;Yang datangin bukan petugas pajak tapi orang samsat yang khusus tanganin pajak kendaraan bos..
;@BosPurwa Maksudnya pajak mati itu gimana ya? plat merah kan emang gak bayar pajak, cuma bayar asuransi (swdkll) per tahun. atau maksudnya platnya yang mati?
;@Trending_Issue @Obyfabianeros Cebong2 lg ganti Target bos, isu david sedang mengancam penerimaan pajak. Makanya harus d bunuh karakter david.
;"@txtdariterserah Ya gitu.kalo ada pejabat yg flexing harus kita serang terutama pejabat pajak

Uang pajak kan uang kita
Masa masuk ke dompet mereka bukan ke negara jadi harus kita serang"
;"Yang bayar pajak diminta untuk naik transportasi umum yang digaji pakai pajak foya²... 
""Pejabat Bea Cukai Pamer Pesawat Cessna Punya Harta Rp 15 M, Utang Rp 9 M"" selengkapnya https://t.co/mySNugLNEf."
;bener bgt, kemana selama ini pajak yg kita salurkan? ada bukti nyatanya? ada sih… itu flexing duit 56M WKWKWKWK
;Cc @KemenkeuRI @DitjenPK saran nih..daripada mahal2 buat iklan taat pajak mendingan disiplinkan dulu orang dalamnya..pasti cuan negara dari pajaknya mereka
;@extraxcabe @andy_dodot @DitjenPajakRI Kok bisa, gua konsultan bro, biasanya perang sama orang pajak juga. Gimana cara kerjasamanye kocakkk?
;Seandainya kalo ada mosi tidak percaya kepada ditjen pajak gimana nih..seandainya
;honor aing tiap bulan geus otomatis potong pajak anying??
;@Mukidi_alNgibul OB dkantkr pajak gaji gk seberap kali ya.? yg gede uang jalan suruhan par pegawai ny??
;@asumsico Memang penjahat pajak kalo ketemu harusnya dimiskinkan. Sekere2nya! No debate!
;@rio_son_of_odin Kantor ku bukti potong pajak nya udah keluar dr januari. Dan aku malas nunda2 wkwk
;@kurawa Para bendahara di instansi pemerintah/swasta yg mungut/potong pajak langsung ga pernah diapresiasi apa-apa, mana sekarang ditambah beban buat pelaporan SPT 21 dan Unifikasi lagi
;orang bijak taat pajak, orang jahat makan pajak. orang gila tak diajak.
;"Oh ya hemmm. 
Bayar pajak dan cukai untuk pembangunan negara ??
Bayar pajak dan cukai untuk memperkaya pagawai ??
#BeaCukaiHedon"
;@democrazymedia Gk salah lagi semua berubah drastis benar ini jujur berarti Semua berubah apa apa semua bahan pokok mahal semua pajak naik pokoknya berubah nya luar biasa
;-dips! Kalau bayar pajak motor tahunan di samsat semarang bisaa gaa, sender bukan orang semarang. Tapi atas nama ayah sender udah meninggal.
;@EmaYuzar @kecapmanisee @andy_dodot @DitjenPajakRI Bisa tahu kayak gini soalnya sering ngobrol sama org pajak, tahu bahwa mereka mayoritas ya sederhana aja orangnya. Punya rumah pinggiran jakarta, berangkat kerja ya naik krl. Sama aja bro
;@democrazymedia Hasilnya,,, rakyat disuruh nanggung beban pajak dan hutang menggunung.
;Tolong ttp bayar pajak guys, itu ttp kewajiban sebagai warga negara yang BAIK dan TAAT.
;"beda hari, dikasih tagihan yang ga sesuai lagi. datengin ke kantor cukai, ditanyain itungannya kya gimana. pas dihitung meleset 500rb. 

petugas “ini kayany bawahan saya yg salah hitung” waakakakka kuliah perpajakan kok gbsa itung pajak u dumb or sumthin"
;"pernah barang gue value nya 150 usd kena pajak 4 juta. berat item cuma 10 kilo which is fob sama freight nya aja ga masuk banget biar kena 4 juta.

bikin pengajuan keberatan. udah dibikin, ditolak."
;@August_Lampion @SammiSoh @ListyoSigitP Lha begal kan bayar pajak jg
;@OposisiCerdas Sepakat. Saya sangat sepakat. Saya juga gak akan bayar pajak.
;@DitjenPajakRI Zakat dari orang kaya untuk orang miskin, pajak dari orang miskin untuk orang kaya..
;Dalam kunjungan tersebut dibahas beberapa agenda, yaitu Kewajiban Pelaporan SPT Tahunan PPh Orang Pribadi serta Pemadanan Nomor Induk Kependudukan (NIK) menjadi Nomor Pokok Wajib Pajak (NPWP) bagi seluruh pegawai dan Dokter yang ada di lingkungan RSUD Kepahiang. https://t.co/X6yLVA1sCJ
;"@poday123 @cholilnafis Taatlah bayar pajak bro
Karna belum semua pegawai pajak punya Rubicon dan Harley"
;@radenrauf Belajar kalo jadi pejabat itu enak,gak usah bayar pajak
;Orang yg kerja d pajak ni kykny tipe yg pas jaman sekolah suka teriak2 pajak jadian sm temennya yg baru ketahuan pacaran, pajakin temen yg pny barang baru, pajakin tmn yg lg ultah haha
;@DitjenPajakRI Cuitannya sangat menyuarakan anti-korupsi ya min. Sekarang coba audit semua petinggi pajak dan transparasikan hasil auditnya ke publik.
;Beliau mau lihat harga masih bisa dinaikin lagi biar duit pajak tambah gede sambil lihat ada peluang menambah objek pajak baru
;@DitjenPajakRI Supaya kendaraan kita bebas pajak gimana caranya min?~~
;"@kring_pajak 
Lupa efin 
Wp pribadi 
Sudah aktivasi"
;@KKxJISOO bentar jadi anak dirjen pajak jaksel dulu
;@republikaonline Steadment tolol....yang bayar pajak itu patuh,makanya di korup, kalau gk bayar pajak kan gk ada yang di korup,...lebih baik gk usah bayar pajak iya gk bos
;Karna jika menggunakan ptkp gabungan K/I/0 maka pajak istri akan menjadi lebih bayar
;@Mdy_Asmara1701 Pajak TOA berapa dal ?
;"Misl di jln berlobang, kantor pajak, dll. 
Tetapi kita patut bangga soal pilihan ditanami pohon pisang itu terbuki sangat cerdas, ketika sy isukan bahwa itu adalah karya street art genre instalasi, terbukti diterima masyarakat internasional, mereka menyebutnya (kategori) plantsy,"
;@DitjenPajakRI Siap, Bismillah patungan buat pegawai pajak yg belum bs beli moge
;@andy_dodot @DitjenPajakRI Pns pajak mah ga bisa jadi konsultan, kan ada tesnya sendiri harus dari non asn, kebanyakan ngebuzzer sih akun bendera, kocak lu
;@DitjenPajakRI Bu menteri, klo masyarakat taat bayar pajak dpt hadiah rubicon ga ?
;@DitjenPajakRI Perasaan kan pajak udah dipotong otomatis dari gaji, harusnya ada datanya dong. Kok kita wajib lapor lagi?
;"Sri Mulyani Bongkar Penyebab Harta Kekayaan Dirjen Pajak Naik Terus
https://t.co/YDXW92Wxcc"
;Kunjungan Tim KP2KP Kepahiang ini membahas terkait kewajiban Pelaporan SPT Tahunan PPh Orang Pribadi dan Pemadanan Nomor Induk Kependudukan (NIK) menjadi Nomor Pokok Wajib Pajak (NPWP) bagi seluruh Aparatur Sipil Negara (ASN) di lingkungan Dinas PUPR Kabupaten Kepahiang. https://t.co/dTROXaauQ7
;@otongkoil Pajak?
;"Jangan dong pak, nanti di ikutu oleh masyaraka dan para pengemplang pajak dpt alasan. APBN tekor nanti, klo gakih ASN smp telat negara bisa caos, dan IKN akan mangkrak, 
Ingat kyai...walaupun kita ga bayar pajak, pegawai pajak ttp akan mendapatkan gaji penuh+tunjangannya.??"
;"Seruan Kyai Said Aqil Siradj: Warga NU Jangan Bayar Pajak Jika Masih Diselewengkan!
https://t.co/3CIJbhyqTD"
;@kring_pajak min mau tanya ,jika istri bekerja sebagai karyawan dan memiliki penghasilan di atas ptkp dan kena pajak. lalu suami bekerja serabutan (kuli bangunan) dan penghasilan di bawah ptkp. Untuk pelaporan SPT istrinya bagaimana ya min?
;@DitjenPajakRI Yakin sih revenue pajak RI defisit di tahun ini karena kelakuan pegawai pajaknya sendiri
;@ZoelHelmiLubis1 Btw gua ini orangnya taat pajak sih semenjak uang pajak gua dimakan sama anak Gblk gua gk sudi lagi bayar pajak #Noarogan #FUCKBITCHWOMANCHILD #PERCUMABAYARPAJAK!!!
;@kafiradikalis Bang @mazzini_gsp bantu up bang, biar makin melek masyarakat nih. Pajak tiap tahun bayar, tapi fasilitas masyarakat masih banyak yg kurang.
;@qorygore Jangan lupa bayar pajak kawan-kawan. Soalnya masih banyak dandy dandy lain yang belum kebeli Rubicon
;@NPWP961203 Ada duit pajak yg gw bayar, suka2 gw msu bacot lol.
;@kumparan Munkin temennya orang pajak
;"@6undul0h besok kamu jadi kabag kantor pajak wilayah 666
selamat mas gun ??"
;"Sebagai Pembayar Pajak Saya Sakit Hati
https://t.co/5JX7bgQKAn"
;@detikcom Pajak motor inventaris desa ku saja telat 2 tahun saat laporan APBDes kmrn ??????
;Sri Mulyani Blak-blakan Harta Dirjen Pajak Yang Dianggap Korupsi https://t.co/HidqT5nnpg
;gw lagi pusing mikirin pajak buat besok gw dapet laporan dari anak gw kalo dia abis di baperin sama mas G lu bener bener anak sendiri di baperin awas aja besok di kampus gw unyeng unyeng
;@DitjenPajakRI Kalo pegawai pajak pakai SPT yang mana min
;@DitjenPajakRI Pecat sj  semua pegawai pajak ganti dgn aplikasi dan robot
;@DitjenPajakRI Klo taat pajak dpt hadiah rubicon ga min @DitjenPajakRI ?
;@Ndons_Back Emang uang pajak dikorupsi ?
;@mrafiabyan tidak kena pajak krn ilegal??
;"@DitjenPajakRI karena penghasilan saya tergolong Pendapatan Tidak Kena Pajak, jadi tidak perlu lapor tidak apa-apa.
Kata CS kantor pajak wilayah saya tahun lalu waktu saya mau daftar Efin dan Lapor SPT tahunan, jadi ya saya manut beliau saja."
;@kecapmanisee @andy_dodot @DitjenPajakRI Yesterday2, gue cuma bilang dari sudut pandang gue sebagai konsultan pajak, pola pikirnya kan harusnya mereka didukung biar semua pns juga bisa dapet bonus. Biar semua kerja bener
;@__dtm__ A nanti jadi duta pajak, Teh...
;Masih rame aja bahas pajak. Spt 1770ss seruput kopi aja lah.
;@OposisiCerdas Besok gw mau jd anggota nu supaya gak bayar pajak
;"Dalam sejarah NKRI, Sri Mulyani adalah Menteri pertama yg memposting kesalahan Dirjennya di medsos. Ini bukan untuk mempermalukan, tapi menjelaskan sikapnya pada berita yg sudah viral &amp; menyampaikan langkah2 untuk mencegah semakin parahnya ketidakpercayaan warga pada Ditjen Pajak https://t.co/Eg39wuF14J"
;@heylutfi_ Pajak ini lagi genting
;@riezkayeye @DitjenPajakRI Pegawai pajak nya dong yuk pap saldo nya, eh apa garasi nya, eh apa pap tas mewah nya, eh apa pap rumah nya jga kali ya, cieeee
;@qorygore Daripada bayar pajak mending bayar zakat
;"@txtdariterserah Istimewa yah, belum selesai direktorat pajak. skrg bea cukai,, 
Negara menggaji mereka sangat besar sekali ya, sampe pamer harta,,
Kayanya mereka paling berjasa di negeri ini, sampe di gaji besar dan pamer harta,,,"
;"keknya ak mulai jatuh cinta sm motor athletenya mas iparku. tp syg sklie mati pajak dr lama.

apa w bsk nyari mtr kek gitu aja kali y?"
;@DitjenPajakRI Males, pegawai pajak udah kaya semua.
;@KKxJONGIN ke kantor pajak, demo
;Bu dokter jangan berisik tunggu saja nanti seperti mobil Esemka tahu2 sudah ada walaupun diimport dari China, IKN Bu Menkeu lagi cari hutang dulu sama naikin pajak dan hapus subsidi untuk rakyat
;"Sebagai orang yang pernah kuliah di STAN, terus punya banyak temen di DJP, sebenernya agak sedih juga sih opini netizen + ketua NU mau boikot pajak

Tapi semakin baca, jadi ikut marah juga sih banyak banget ASN Kemenkeu yang mewah mewahan gini emang dasar anjing kalian semua !1!1"
;"@DitjenPajakRI AYO BAYAR PAJAK !
KARENA KAMI BUTUH KEMEWAHAN DAN HARTA MELIMPAH."
;@kring_pajak Untuk format email yg dikirmkan ke email KPP seperti apa yah ?
;"@kumparan Harusnya : Sri Mulyani ajak audit harta pejabat pajak
Preet lah"
;"@DitjenPajakRI Wajib pajak wajib pajak
Yg wajib tuh solat 
??????"
;"@prastow Wujud penggunaan pajak dan jajan HD serta rumah mewah...
Mantaaaaaabssssss"
;@DitjenPajakRI Halo Pajak
;@syasypuru @DitjenPajakRI oalaahh pantesan, lagi pada lapor pajak juga ya grgr masalah itu wkwk
;@geloraco Maksudnya kali, pak siapapun warga kalau ragu jangan bayar pajak. Pajak untuk biaya pembangunan kewajiban ke negara mirip dengan zakat, zakat itu pertanggungjawaban ke Allah. Allah tidak mewajibkan membayar pajak. Tapi Allah melaknat orang yg ingkar janji. Bernegara adalah janji
;@DitjenPajakRI @kring_pajak apresiasi aku dong min, aku dah ngisi SPT nih. https://t.co/SMOGTB0rpk
;@CNNIndonesia yhh.. udh tau dr dulu orang golongan itu mh gayanya mentereng. cuman ga punya otak dan perasaan aja sih klo kata gue. rakyatnya di gaji ga seberapa harus byr pajak. klo ga bayar, ga bisa lewat, beda bgt sama yg ono. malah dikawal sama polis. wkwk
;@DitjenPajakRI pajak buat ?
;@detikcom Bayar pajak gak..?
;"@Alransy_13 @kankmazaydrooze Mantaafff

Semoga pejabat pajak mampu nikmati kopi sambil senyum sendiri 
Dan sadar berapa nikmat kopi sesuai takaran, bgtu pula hidup dlm hal mncari uang 
@DitjenPajakRI"
;@fadlannuuwaar Benar yai... semoga mereka menikmatinya dg lapang dada...simiskin banting tulang,peras keringat agar bisa bayar pajak,eh ternyata eh ternyata.. teganya teganya teganya..
;"Males banget lapor Spt-an

Aku yang kerja, aku yang kena pajak dan aku juga yang lapor.
Tapi mereka yang punya Rubicorn.

Ya Alloh Gusti, susah amat ikhlasnya ini mau lapor doang.. ??"
;@Nugroho16_ @logikapolitikid @DitjenPajakRI Jd ogah byr pajak....
;Wajib pajak ????
;"APA YANG JADI PENGHIBUR GUE NANTINYA SETELAH MATKUL PAJAK SORE SORE STRESSSS
#NeverLetMeGoSeriesFinalEP"
;@kostumkomik Kalian terlalu sibuk ngoongin isu anak pejabat pajak kementerian keuangan, sampai sampai nggak peduli LHKPN pejabat dari kementerian lain !!!
;Said Aqil Ancam Serukan Tak Bayar Pajak Jika Rafael Terbukti Seleweng https://t.co/5E7abyjp7w
;@DitjenPajakRI Min ada yg flexing.. gga di komen min? Takut min soalnya anak pegawai pajak?
;@raf_fasy @DungPap @KemenkeuRI Anda sendiri yang ternyata langsung menghukumi apbn haram, padahal bahasan dsni pajak. Apbn bukan 100% dari pajak. Kalo mau tau hukum apbn haram atau nggak bisa cari sendiri di google
;"@kring_pajak 1. WP Pribadi A/n Viyola Saffitri
2. SUDAH PERNAH LOG IN TAPI LUPA EFIN
#LupaEFIN"
;@snowangja @ireniwho mau nambahin dikit ka, krn itu udh perusahaan dan seharusnya wp badan kl dia melakukan transaksi hrs udah Pengusaha Kena Pajak. bkn dipotong tp memungut, dia wajib nerbitin faktur pajak (kena PPN 11% atas transaksi jasa) dan atas penghasilannya menyetorkan sendiri juga pph 23 nya
;Kalau ini benar CC @ListyoSigitP @KPK_RI @mohmahfudmd @DitjenPajakRI @kring_pajak @DivHumas_Polri
;@prastow Bangun Tol itu bukan dgn uang pajak tapi uang hasil utang. Jangan pura2 bego lah.
;@DitjenPajakRI Kasihan Ditjen Pajak RI marwahnya anjlok ??
;"@nandosbs_ @kafiradikalis Tahu modusnya ga sih, padahal modus sudah rahasia umum loh
Jadi itu permainan pembayar pajak sama petugasnya
Jadi Kemenkeu mah sesuai laporan aja,
Itu mainan pembayar sama petugas
Jdi di luar kemenkau, yg curiga seharusnya PPATK yg tau transaksinya, atau pas LKHPN??"
;fagh p pajak paspor gw cuma mau p portgas d. ace ?????????? https://t.co/c6NdUvOEJz
;@syaharbanu_ Ngomongin anggaran, bikin kartu no induk pajak, belom seminggu taro di dompet udh ilang no nya.. ????? https://t.co/8aGSW0UEDJ
;@kring_pajak @genjisdoto Kemakmuran rakyat konsentrasi nya jangan ke pegawai nya ya kak wkw
;"@DitjenPajakRI Sy jd malas byar pajak min... ??
Salahkah sy...?"
;Orang bijak adalah orang yang taat membayar pajak, karena nggak semua pegawai pajak punya Rubicorn, Jeep Hammer dan Harley Davidson. #boikotbayarpajak
;@marlin_rizki @fajrul7zip @DitjenPajakRI Ngga bisa dong kak kalau rakyat disuruh bayar sekian padahal masuknya lebih sedikit, bayarnya kan langsung ke kas negara, ngga lewat pegawai pajak
;@lucyforve Dipotong pajak ga
;"@detikcom ""Kebetulan memang itu mobil pajaknya mati, karena peralihan."" ujar Romal.
Oh kalau proses peralihan mobil pejabat, pajaknya mati ya, kalau rakyat walaupun sudah bayar pajak tapi lapor SPTnya telat, tetap wajib kena denda ya??"
;@febrinasugianto Ngurusin pajak ini genting juga loh
;@Generasi_MudaNU @saidaqil Kalo g bayar pajak apakah itu bentuk pembangkangan pada negara
;@AREAJULID Harusnya Poin 7 direvisi jadi ‘koruptor berkurang sektor pendapatannya dari pajak’
;@CNNIndonesia pajak itu kewajiban personal terhadap tempat dimana dia berpijak, persoalan di selewengkan itu persoalan kebijakan... ibarat sembahyang itu kewajiban personal terhadap tuhannya. logika bapak ini gk masuk sih, padahal mengetuai suatu instansi kok begini pemikirannya
;@DitjenPajakRI yah kita mau bayar pajak asalkan balikin kelebihan pajak kita anjing jangan lu embat juga itu kelebihannya
;@P3nulis_alam1_ Biadab orang suruh bayar pajak buat perut luh tolong usut sampai tuntas... Mafia pajak.. BRAVO TNI POLRI BRAVO KEHAKIMAN DAN KEJAKSAAN BRAVO MENTERI KEUANGAN... BRAVO PAK JOKOWI BRAVO SELURUH RAKYAT INDONESIA YG TAAT PAJAK... TAPI APARATUR PAJAKNYA BERKHIANAT... SIKAT
;@DitjenPajakRI Ayo semangatt bayar pajak semuanya,, biar pegawainya dapet bonus banyak dan beli rubicon dan harley. Wkwkwkwk
;"Ngerampok uang pajak jangan tinggal di Indonesia.

Adil?

 https://t.co/xQswngpn7t"
;Mahfud MD Bicara Soal Dugaan TPPU Rafael Alun: Kita Didik Masyarakat di Negeri Ini Agar Tidak Hedon https://t.co/2zsOET75Fe https://t.co/MYeDlSMJzJ
;@tukangrosok22 @saidaqil @nahdlatululama @DitjenPajakRI @KPK_RI @PPATK Ini sama saja seperti mengharap di dunia ini tidak ada tindak kejahatan. Kita juga harus ingat bahwa masih ada pegawai pajak yg amanah, meski mungkin tidak banyak jumlahnya
;@DitjenPajakRI @kring_pajak Semangat bang! Tetep online meskipun badai melanda wkw jan lupa bayar pajak jga bang jan ikut ikutan kek bos mu
;@SuaraKawan1 @kafiradikalis .  . ??. Di Alkitab kristen sangat jelas tertulis profesi paling dibenci dan hina  bukan pelacur tapi petugas pajak dan cukai.??. ADA AYATNYA dan sampai sekarang benar faktanya. Walaupun begitu Yesus tetap memerintahkan membayar pajak pada Negara. ??
;@DitjenPajakRI Memalukan..kalian nego kewajiban pajak,utk memperkaya diri,hgg rakyat tersisa bangkai..kami tdk ihklas,kalian akan jd bahan bakar api neraka..dtglah karma itu dgn sekonyong konyong..laknatullah kalian semua.. https://t.co/eK2DqbAOru
;@OposisiCerdas Sepakat. Ngapain bayar pajak klo masih ada KKN di dirjen pajak. Gak usah bayar sepeserpun.
;@korantempo Mengapa tunjangan kinerja pegawai pajak tinggi? Tidak cukupkan UMR saja?
;"Honest opinion. Emg beneran pd ga tau? 
Karena tiap tahun pejabat isi itu lhkpn. Pimpinan psti dpt datanya jg dong ya.

Pegawai pajak kan ngisi SPT juga.
Emg harta benda, tabungan ga ditulis? 
Logika aja lhkpn nambah harta. Laporan spt cuma segitu2 aja.
Apa bener pd gatau?"
;@MikailAmrullah @spesiallsambat @marondolan @DitjenPajakRI beda bgt ya sm dinegara maju kek US, mereka juga isi form tax income mereka sendiri, dan perusahaan juga motong tax, tp bedanya klo disana pasti tiap tahun dpt tax refund klo lapor pajak dan gada proses yg ribet asal mau sabar nunggu. ga dibikin ribet kyk di indon
;@CNNIndonesia Kan pajak emg haram, klo di arab haha
;@andlonelyy @arendysm @DitjenPajakRI Bener bang, kan kerja orang pajak CUMAN pamer pamer kekayaan
;"Setiap orang harus punya kode untuk bayar pajak dan setiap orang dibuatin email. Setiap tahun infoin disana dan kalo ga bayar samperin

Kalo yang mendasar kaya begini aja kesulitan, stop bercanda ingin ngalahin mesin pencarian google"
;@JulangT @DitjenPajakRI Kan sudah di bayar automatic dari kantor om. Otomatis informasi gaji sudah tau. Tapi kenapa harus wajib lapor . Itu sih yg skrg baru sadar wajib pajak tapi selalu bertanya tanya ttg kenapa ? KENAPA KITA YANG LAPOR SENDIRI ??!!??????
;@DitjenPajakRI Semangat mba! Meskipun badai hujan tetep bayar pajak, spill jga dong harta karyawan pajak nya, tp bayar pajak jga ga tuh wkw
;@Minnie_imut Halo teman smartfren, minfren infokan agar tidak penasaran :) utk pembelian paket sudah termasuk pajak sesuai dengan peraturan pemerintah kak.  kepoin juga https://t.co/h1mD2wL7fu . Terima kasih teman smartfren. Dul
;@DitjenPajakRI Pajak itu apa ya..
;@andlonelyy @arendysm @DitjenPajakRI Lebih jahat mana mas, orang dah bayar pajak, tapi ada segelintir atau mukin lebih banyak berkelakuan seperti itu ?
;"@Rriskand @IOytes @RomitsuT Begooo..

Lo bayar pajak kaga??

Maen twiter jgn dicomberan makanya!!"
;@radenrauf Bayar pajak jangan telat
;Pajak kita untuk beli rubicon pegawaimu.
;@PartaiSocmed @prastow @kring_pajak Kenapa pada baper yah pegawai2ny... yaudahlah klau bukan oknum knp pusing. Yg namany pelayanan jasa ya memang bagian dr gaji kita di kritik. Cukup kata maaf uwes.. walaaupun g ikhlas, tp its part of srrvices job
;@CNNIndonesia Huahahah Mentri agama kan ya ini, ini masalah instansi kementrian atau organisasi atau apa ya? Faham kan pak negara kita masih bisa sampe sekarang karna PAJAK klo bapak menyerukan ga bayar pajak apa jadinya nanti Indonesia? Bisa bayar utang ke China? Atau pendapatan negara gmna?
;@BrigitNamida Yg gegares dari pajak HARAM, makanya amit amit punya mantu yg kerja di pajak...emang tu orang bayar pajak ikhlas.....??
;@msaid_didu @prastow Pajak dari rakyat buat tol dan yg bayar rakyat jua sbagai pengguna tol
;Memang ada etika pejabat publik dimana utk tidak bersikap hedon ketika menjabat. Tapi sekarang itu justru menjadi alasan untuk menjadi seorang pejabat publik. Karna dimanjakan oleh pajak rakyat
;@GaSengajaLupa @aryastark89 @DitjenPajakRI Dan kemungkinan pegawai pajak ga bisa beli mobil rubicon lagi
;Sejak kapan kelen bayar pajak ??
;@Jateng_Twit Lewat...nunggu dirjen pajak bersih dari KKN
;@herry750750 @RagilSemar kendaraan dinas mertua ane plat merah bayar pajak jg tu
;@OposisiCerdas Coba dicek kembali. Apakah ada karyawan pajak yg melakukan praktek mark-up hasil pajak dari wajib pajak dan jg dicek kembali adakah pegawai pajak yg sbg konsultan pajak dan bisa melakukan kongkalikong atas hasil perhitungan pajak. Krn byk wajib pajak menggunakan jasa ini.
;"@DitjenPajakRI Feedback:
- Turunkan tukin kemenkeu, buat lebih merata dengan K/L dan pemda lain
- Berantas KKN bea cukai
- Cek pelaporan pajak pegawai kemenkeu
- Cek harta kekayaan pegawai kemenkeu

Dah itu dulu aja"
;"Membayar pajak yang diselewengkan itu seperti membantu mereka membeli moge, Rubicon dan mobil² mewah lainnya. Terus dibuat bergaya di jalanan dan media sosial. 

Dipikir², yang bayar belum kaya beneran, mereka sudah benar² kaya."
;@lurdgy Pajak jadian 200G buat Calix
;@tvOneNews Hidup lo hedon makan dr uang riba, gak ikhlas bgt deh, apuslah pajak merugikan
;@A_B0NA @pengarang_sajak cuman ditegur doang. Harta bendanya gak disita juga (atau belum) sdh bertingkah. kerjaan pemungut pajak, gaya debt colector pinjol. Gak ada syukur2nya jadi orang hidup
;kita minta pertanggung jawaban mereka tentang pajak yang udah kita bayar nanti aja diakhirat biar seru.
;Hehe kalo dulu sampe beneran kena denda pajak segitu, ga kebayang tuh duit ujungnya bakal menclok menclok kemana wkwk
;"@DitjenPajakRI Ngapain ngasi makan pegawai pajak?? Blom kenyang dah korup rame² bertahun²??
Lain kali kalo mo bikin iklan READ THE GODDAMN ROOM!!!"
;@CNNIndonesia Haram bayar pajak pak kata wahabi ??
